Probability of fire spreading | Average percent burned | Number of Iterations
0.000000	0.000000	2.000000
0.010000	0.000128	2.051200
0.020000	0.000257	2.102400
0.030000	0.000128	2.051200
0.040000	0.000385	2.102400
0.050000	0.000128	2.051200
0.060000	0.001412	2.512000
0.070000	0.000710	2.232000
0.080000	0.000770	2.307200
0.090000	0.001155	2.307200
0.100000	0.000898	2.358400
0.110000	0.000770	2.307200
0.120000	0.001796	2.563200
0.130000	0.001668	2.614400
0.140000	0.001796	2.614400
0.150000	0.002763	2.948800
0.160000	0.004363	3.228800
0.170000	0.003208	3.177600
0.180000	0.004235	3.228800
0.190000	0.006552	4.000000
0.200000	0.006416	3.740800
0.210000	0.003344	3.129600
0.220000	0.004303	3.153600
0.230000	0.005073	3.460800
0.240000	0.010266	4.969600
0.250000	0.004559	3.358400
0.260000	0.009436	4.331200
0.270000	0.007314	3.792000
0.280000	0.010149	4.596800
0.290000	0.012720	4.692800
0.300000	0.024834	6.123200
0.310000	0.018819	6.358400
0.320000	0.024148	5.590400
0.330000	0.011256	4.696000
0.340000	0.022925	6.563200
0.350000	0.024602	7.000000
0.360000	0.055820	9.731200
0.370000	0.041720	8.352000
0.380000	0.043826	8.478400
0.390000	0.057660	10.102400
0.400000	0.049933	8.608000
0.410000	0.057672	9.755200
0.420000	0.095138	14.078400
0.430000	0.118665	13.569600
0.440000	0.176706	16.809600
0.450000	0.157113	15.054400
0.460000	0.238568	21.462400
0.470000	0.212599	18.761600
0.480000	0.226358	19.868800
0.490000	0.350909	27.048000
0.500000	0.400281	28.524800
0.510000	0.357442	29.726400
0.520000	0.463407	31.681600
0.530000	0.610422	34.563200
0.540000	0.549289	32.076800
0.550000	0.707553	35.100800
0.560000	0.646232	29.440000
0.570000	0.669782	28.371200
0.580000	0.725879	30.822400
0.590000	0.847715	29.689600
0.600000	0.877281	32.590400
0.610000	0.709149	26.756800
0.620000	0.901053	29.376000
0.630000	0.915348	27.249600
0.640000	0.893454	27.720000
0.650000	0.900523	25.894400
0.660000	0.961881	25.740800
0.670000	0.955248	27.379200
0.680000	0.965494	26.539200
0.690000	0.970342	25.587200
0.700000	0.975587	24.126400
0.710000	0.980154	24.084800
0.720000	0.979008	24.337600
0.730000	0.983346	24.457600
0.740000	0.988026	23.849600
0.750000	0.988640	23.536000
0.760000	0.936525	21.208000
0.770000	0.994406	22.665600
0.780000	0.993756	22.870400
0.790000	0.994278	22.512000
0.800000	0.995244	22.358400
0.810000	0.996595	22.358400
0.820000	0.998332	22.512000
0.830000	0.996792	22.307200
0.840000	0.998709	22.204800
0.850000	0.997365	22.256000
0.860000	0.998845	22.153600
0.870000	0.998332	21.948800
0.880000	0.999615	22.153600
0.890000	0.999230	22.000000
0.900000	0.999034	22.000000
0.910000	0.999487	22.000000
0.920000	1.000000	22.000000
0.930000	1.000000	22.000000
0.940000	1.000000	22.000000
0.950000	0.999872	22.000000
0.960000	1.000000	22.000000
0.970000	1.000000	22.000000
0.980000	1.000000	22.000000
0.990000	1.000000	22.000000
1.000000	1.000000	22.000000

Procs	Size	Time
256	20	0.175059
